yourlist:M20171116F725F458AC8690F874DD868E4ED79B88D9A3DCC	isomap:M20171116F725F458AC8690F874DD868E4ED79B88D9A3DCC	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
856852		P40072	SLX8_YEAST	reviewed	E3 ubiquitin-protein ligase complex SLX5-SLX8 subunit SLX8 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SLX8) (Synthetic lethal of unknown function protein 8)	SLX8 YER116C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	274
856042		Q02776	TIM50_YEAST	reviewed	Mitochondrial import inner membrane translocase subunit TIM50	TIM50 YPL063W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	476
854327		Q12216	SIZ2_YEAST	reviewed	E3 SUMO-protein ligase SIZ2 (EC 6.3.2.-) (SAP and Miz-finger domain-containing protein 2)	NFI1 SIZ2 YOR156C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	726
851717		Q03919	RUB1_YEAST	reviewed	NEDD8-like protein RUB1 (Related to ubiquitin protein 1) (Ubiquitin-like protein RUB1)	RUB1 YDR139C YD9302.15C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	77
856731		P22141	PSB4_YEAST	reviewed	Proteasome subunit beta type-4 (EC 3.4.25.1) (Macropain subunit C11) (Multicatalytic endopeptidase complex subunit C11) (Proteasome component C11) (Proteinase YSCE subunit 11)	PRE1 YER012W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	198
853712		P33299	PRS7_YEAST	reviewed	26S proteasome regulatory subunit 7 homolog (Protein CIM5) (Tat-binding homolog 3)	RPT1 CIM5 YTA3 YKL145W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	467
852834		Q01939	PRS8_YEAST	reviewed	26S proteasome regulatory subunit 8 homolog (Protein CIM3) (Protein SUG1) (Tat-binding protein TBY1)	RPT6 CIM3 CRL3 SUG1 TBPY TBY1 YGL048C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	405
813740		Q8IDW1	Q8IDW1_PLAF7	unreviewed	Protein kinase 6 (EC 2.7.11.22)	PF3D7_1337100	Plasmodium falciparum (isolate 3D7)	305
852457		P00546	CDK1_YEAST	reviewed	Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (Cell division control protein 28) (Cell division protein kinase 1)	CDC28 CDK1 HSL5 SRM5 YBR160W YBR1211	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	298
2542278		Q10319	AF9_SCHPO	reviewed	Protein AF-9 homolog	yaf9 SPAC17G8.07	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	217
855616		P53930	AF9_YEAST	reviewed	Protein AF-9 homolog	YAF9 YNL107W N1966	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	226
2703462		G8HBE4	G8HBE4_HHV1	unreviewed	DNA polymerase (EC 2.7.7.7)	UL30	Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1)	1235
2703462		P04293	DPOL_HHV11	reviewed	DNA polymerase catalytic subunit (EC 2.7.7.7) (EC 3.1.26.4)	UL30	Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)	1235
2703434		D3YPE9	D3YPE9_HHV1	unreviewed	DNA replication origin-binding helicase (UL9)	UL9 HHV1gp016	Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1)	851
2703423		G8HBG7	G8HBG7_HHV1	unreviewed	DNA primase (EC 2.7.7.-)	UL52	Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1)	1058
2703423		P10236	PRIM_HHV11	reviewed	DNA primase (EC 2.7.7.-)	UL52	Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)	1058
855213		P50263	SIP18_YEAST	reviewed	Protein SIP18	SIP18 YMR175W YM8010.05	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	79
856397		P38704	STP2_YEAST	reviewed	Transcription factor STP2	STP2 YHR006W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	541
854197		Q12398	HMS1_YEAST	reviewed	Probable transcription factor HMS1 (High-copy MEP suppressor protein 1)	HMS1 YOR032C OR26.22	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	434
852395		P38257	MMS4_YEAST	reviewed	Crossover junction endonuclease MMS4 (EC 3.1.22.-)	MMS4 SLX2 YBR098W YBR0826 YBR0829 YBR100W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	691
852228		P34218	SAS3_YEAST	reviewed	Histone acetyltransferase SAS3 (EC 2.3.1.48) (Something about silencing protein 3)	SAS3 YBL052C YBL0507 YBL0515	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	831
850819		Q12395	DCN1_YEAST	reviewed	Defective in cullin neddylation protein 1	DCN1 YLR128W L3111	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	269
850568		P27466	KCC1_YEAST	reviewed	Calcium/calmodulin-dependent protein kinase I (EC 2.7.11.17)	CMK1 YFR014C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	446
852557		P38335	MTC4_YEAST	reviewed	Maintenance of telomere capping protein 4	MTC4 YBR255W YBR1723	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	694
852212		P38187	UBP13_YEAST	reviewed	Ubiquitin carboxyl-terminal hydrolase 13 (EC 3.4.19.12) (Deubiquitinating enzyme 13) (Ubiquitin thioesterase 13) (Ubiquitin-specific-processing protease 13)	UBP13 YBL067C YBL0621	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	747
852116		P50896	PSP1_YEAST	reviewed	Protein PSP1 (Growth inhibitory protein 5) (Polymerase suppressor protein 1)	PSP1 GIN5 YDR505C D9719.11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	841
850329		P25367	RNQ1_YEAST	reviewed	[PIN+] prion protein RNQ1 (Rich in asparagine and glutamine protein 1)	RNQ1 YCL028W YCL181 YCL28W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	405
854681		P20967	ODO1_YEAST	reviewed	2-oxoglutarate dehydrogenase, mitochondrial (EC 1.2.4.2) (2-oxoglutarate dehydrogenase complex component E1) (OGDC-E1) (Alpha-ketoglutarate dehydrogenase)	KGD1 OGD1 YIL125W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1014
855647		P53940	APJ1_YEAST	reviewed	J domain-containing protein APJ1	APJ1 YNL077W N2342	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	528
854515		P47988	TEA1_YEAST	reviewed	TY1 enhancer activator	TEA1 YOR337W O6257	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	759
856669		P32621	GDA1_YEAST	reviewed	Guanosine-diphosphatase (GDPase) (EC 3.6.1.42)	GDA1 YEL042W SYGP-ORF16	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	518
853938		P36023	OAF3_YEAST	reviewed	Oleate activated transcription factor 3	OAF3 YKR064W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	863
852141		Q04429	HLR1_YEAST	reviewed	Protein HLR1 (LRE1 homolog)	HLR1 YDR528W D9719.31	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	423
852423		Q00764	TPS1_YEAST	reviewed	Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 56 kDa subunit (EC 2.4.1.15) (General glucose sensor subunit 1) (Glycogen metabolism control protein GLC6) (Trehalose synthase complex catalytic subunit TPS1) (Trehalose-6-phosphate synthase) (UDP-glucose-glucosephosphate glucosyltransferase)	TPS1 BYP1 CIF1 FDP1 GGS1 GLC6 TSS1 YBR126C YBR0922	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	495
856038		Q02754	YP067_YEAST	reviewed	Uncharacterized protein YPL067C	YPL067C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	198
852898		P53208	YG19_YEAST	reviewed	Uncharacterized abhydrolase domain-containing protein YGR015C (EC 3.-.-.-)	YGR015C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	328
854682		P40471	AYR1_YEAST	reviewed	NADPH-dependent 1-acyldihydroxyacetone phosphate reductase (ADR) (EC 1.1.1.101) (1-acyl DHAP reductase) (Acyl/alkyl DHAP reductase) (Acylglycerone-phosphate reductase)	AYR1 YIL124W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	297
853149		P39676	FHP_YEAST	reviewed	Flavohemoprotein (EC 1.14.12.17) (Flavohemoglobin) (Hemoglobin-like protein) (Nitric oxide dioxygenase) (NO oxygenase) (NOD)	YHB1 YHB YGR234W G8572	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	399
853887		P36113	HEL1_YEAST	reviewed	E3 ubiquitin-protein ligase HEL1 (EC 2.3.2.-) (Histone E3 ligase 1) (RING-type E3 ubiquitin transferase HEL1)	HEL1 YKR017C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	551
854689		P40476	PRM5_YEAST	reviewed	Pheromone-regulated membrane protein 5	PRM5 YIL117C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	318
852376		P15731	UBC4_YEAST	reviewed	Ubiquitin-conjugating enzyme E2 4 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 4) (Ubiquitin carrier protein 4) (Ubiquitin-protein ligase 4)	UBC4 YBR082C YBR0745	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	148
853111		P46950	SNG1_YEAST	reviewed	Nitrosoguanidine resistance protein SNG1	SNG1 YGR197C G7591	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	547
852502		P38308	CS111_YEAST	reviewed	F-box protein COS111 (Ciclopirox olamine sensitivity protein 111)	COS111 YBR203W YBR1443	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	924
853590		P47161	VPS70_YEAST	reviewed	Vacuolar protein sorting-associated protein 70 (EC 3.4.-.-)	VPS70 YJR126C J2050	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	811
854014		Q12068	GRE2_YEAST	reviewed	NADPH-dependent methylglyoxal reductase GRE2 (EC 1.1.1.283) (3-methylbutanal reductase) (EC 1.1.1.265) (Genes de respuesta a estres protein 2) (Isovaleraldehyde reductase)	GRE2 YOL151W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	342
854467		Q08743	YO292_YEAST	reviewed	Vacuolar membrane protein YOR292C	YOR292C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	309
855196		P48353	HLJ1_YEAST	reviewed	Protein HLJ1	HLJ1 YMR161W YM8520.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	224
854848		P32460	DCG1_YEAST	reviewed	Protein DCG1	DCG1 YIR030C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	244
856367		P38700	APM2_YEAST	reviewed	Adaptin medium chain homolog APM2 (Adaptin-mu1-II)	APM2 YHL019C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	605
855195		Q03823	YM35_YEAST	reviewed	Uncharacterized protein YMR160W	YMR160W YM8520.09	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	816
852131		P32472	FKBP2_YEAST	reviewed	Peptidyl-prolyl cis-trans isomerase FPR2 (PPIase FPR2) (EC 5.2.1.8) (FK506-binding protein 2) (FKBP proline rotamase 2) (FKBP-13) (FKBP-15)	FPR2 FKB2 YDR519W D9719.24	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	135
853571		P47145	YJ77_YEAST	reviewed	Putative lipase YJR107W (EC 3.1.1.-)	YJR107W J1983	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	328
852648		P53078	SDT1_YEAST	reviewed	Suppressor of disruption of TFIIS	SDT1 SSM1 YGL224C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	280
854108		Q08220	GSHB_YEAST	reviewed	Glutathione synthetase (GSH synthetase) (GSH-S) (EC 6.3.2.3) (Glutathione synthase)	GSH2 YOL049W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	491
856433		P38771	RRF1_YEAST	reviewed	Ribosome-recycling factor, mitochondrial (RRF) (Ribosome-releasing factor, mitochondrial)	RRF1 FIL1 KIM4 YHR038W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	230
850361		P08679	CISY2_YEAST	reviewed	Citrate synthase, peroxisomal (EC 2.3.3.16)	CIT2 YCR005C YCR043 YCR5C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	460
856759		P40025	PHM8_YEAST	reviewed	Phosphate metabolism protein 8	PHM8 YER037W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	321
856787		P40038	PCL6_YEAST	reviewed	PHO85 cyclin-6	PCL6 YER059W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	420
856361		P38741	RIM4_YEAST	reviewed	Meiotic activator RIM4 (Regulator of IME2 protein 4)	RIM4 YHL024W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	713
852113		P19358	METK2_YEAST	reviewed	S-adenosylmethionine synthase 2 (AdoMet synthase 2) (EC 2.5.1.6) (Methionine adenosyltransferase 2) (MAT 2)	SAM2 ETH2 YDR502C D9719.8	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	384
852946		P50276	MUP1_YEAST	reviewed	High-affinity methionine permease	MUP1 YGR055W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	574
854360		P21339	MSB1_YEAST	reviewed	Morphogenesis-related protein MSB1 (Multicopy suppressor of bud emergence 1)	MSB1 YOR188W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1137
853267		P27614	CBPS_YEAST	reviewed	Carboxypeptidase S (EC 3.4.17.4) (GLY-X carboxypeptidase) (YSCS)	CPS1 CPS YJL172W J0510	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	576
852712		P53107	YRB30_YEAST	reviewed	Ran-specific GTPase-activating protein 30 (Ran-binding protein 30) (RANBP30)	YRB30 YGL164C G1817	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	440
851865		Q05584	GLO2_YEAST	reviewed	Hydroxyacylglutathione hydrolase, cytoplasmic isozyme (EC 3.1.2.6) (Glyoxalase II) (Glx II)	GLO2 YDR272W D9954.5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	274
851677		Q03860	TVP15_YEAST	reviewed	Golgi apparatus membrane protein TVP15 (TLG2 compartment vesicle protein 15) (TLG2-vesicle protein of 15 kDa)	TVP15 YDR100W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	143
851325		P36521	RM11_YEAST	reviewed	54S ribosomal protein L11, mitochondrial (Mitochondrial large ribosomal subunit protein uL10m) (YmL11)	MRPL11 YDL202W D1070	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	249
851910		Q06667	IPK1_YEAST	reviewed	Inositol-pentakisphosphate 2-kinase (EC 2.7.1.158) (Inositol-1,3,4,5,6-pentakisphosphate 2-kinase) (Ins(1,3,4,5,6)P5 2-kinase) (InsP5 2-kinase)	IPK1 GSL1 YDR315C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	281
2703457		P10212	TRM1_HHV11	reviewed	Tripartite terminase subunit 1	TRM1 UL28	Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)	785
2703457		Q25BY8	Q25BY8_HHV1	unreviewed	Tripartite terminase subunit 1	UL28 TRM1 HHV1gp040	Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1)	785
2703359		B9VQG6	B9VQG6_HHV11	unreviewed	Triplex capsid protein 1	UL38 TRX1	Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)	465
2703359		F8REX2	F8REX2_HHV1	unreviewed	Triplex capsid protein 1	UL38 TRX1	Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1)	465
2703359		P32888	TRX1_HHV11	reviewed	Triplex capsid protein 1	TRX1 UL38	Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)	465
853104		P06775	HIP1_YEAST	reviewed	Histidine permease	HIP1 YGR191W G7572	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	603
851617		P32347	DCUP_YEAST	reviewed	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	HEM12 HEM6 POP3 YDR047W YD9609.03	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	362
852257		P38205	NCL1_YEAST	reviewed	Multisite-specific tRNA:(cytosine-C(5))-methyltransferase (EC 2.1.1.202) (Multisite-specific tRNA:m5C-methyltransferase) (tRNA (cytosine-5-)-methyltransferase NCL1) (tRNA methyltransferase 4)	NCL1 TRM4 YBL024W YBL0437	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	684
853705		P00950	PMG1_YEAST	reviewed	Phosphoglycerate mutase 1 (PGAM 1) (EC 5.4.2.11) (BPG-dependent PGAM 1) (MPGM 1) (Phosphoglyceromutase 1)	GPM1 GPM YKL152C YKL607	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	247
852099		P40960	PAC11_YEAST	reviewed	WD repeat-containing protein PAC11	PAC11 YDR488C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	533
850902		P32339	HMX1_YEAST	reviewed	Heme-binding protein HMX1	HMX1 YLR205C L8167.18	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	317
855911		P38996	NAB3_YEAST	reviewed	Nuclear polyadenylated RNA-binding protein 3	NAB3 HMD1 YPL190C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	802
2541336		Q9P793	MIT1_SCHPO	reviewed	Chromatin remodeling factor mit1 (EC 3.6.4.-) (Mi2-like interacting with clr3 protein 1) (Snf2/Hdac-containing repressor complex protein mit1) (SHREC protein mit1)	mit1 SPBP35G2.10	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1418
856134		Q12432	EAF3_YEAST	reviewed	Chromatin modification-related protein EAF3 (ESA1-associated factor 3)	EAF3 YPR023C YP9367.03C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	401
853133		P30822	XPO1_YEAST	reviewed	Exportin-1 (Chromosome region maintenance protein 1) (Karyopherin-124)	CRM1 KAP124 XPO1 YGR218W G8514	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1084
852305		P38217	IMB2_YEAST	reviewed	Importin subunit beta-2 (Importin-104) (Karyopherin subunit beta-2) (Karyopherin-104) (Transportin) (TRN)	KAP104 YBR017C YBR0224	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	918
4961442		F5H9K4	F5H9K4_HHV8	unreviewed	K5 (Membrane protein)	K5	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	256
4961442		P90489	MIR2_HHV8P	reviewed	E3 ubiquitin-protein ligase MIR2 (EC 2.3.2.27) (IE1A protein) (Modulator of immune recognition 2) (ORF K5) (RING-type E3 ubiquitin transferase MIR2)	K5	Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	256
850914		P53691	PPID_YEAST	reviewed	Peptidyl-prolyl cis-trans isomerase CPR6 (PPIase CPR6) (EC 5.2.1.8) (Rotamase CPR6)	CPR6 YLR216C L8167.24	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	371
855602		P07213	TOM70_YEAST	reviewed	Mitochondrial import receptor subunit TOM70 (70 kDa mitochondrial outer membrane protein) (Translocase of outer membrane 70 kDa subunit)	TOM70 MAS70 OMP1 YNL121C N1905	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	617
854131		Q08176	MIM1_YEAST	reviewed	Mitochondrial import protein 1 (Mitochondrial 13 kDa outer membrane protein)	MIM1 TOM13 YOL026C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	113
854168		Q12118	SGT2_YEAST	reviewed	Small glutamine-rich tetratricopeptide repeat-containing protein 2 (SGT/UBP) (Viral protein U-binding protein)	SGT2 YOR007C UNF346	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	346
850424		P25638	TAH1_YEAST	reviewed	TPR repeat-containing protein associated with Hsp90	TAH1 YCR060W YCR60W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	111
853252		P32944	SWE1_YEAST	reviewed	Mitosis inhibitor protein kinase SWE1 (EC 2.7.11.1) (Wee1 homolog)	SWE1 YJL187C J0406	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	819
850314		P17967	PDI_YEAST	reviewed	Protein disulfide-isomerase (PDI) (EC 5.3.4.1) (Thioredoxin-related glycoprotein 1)	PDI1 MFP1 TRG1 YCL043C YCL313 YCL43C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	522
851259		P10591	HSP71_YEAST	reviewed	Heat shock protein SSA1 (Heat shock protein YG100)	SSA1 YAL005C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	642
851095		P32915	SC61A_YEAST	reviewed	Protein transport protein SEC61 (Sec61 complex subunit SEC61) (Sec61 complex subunit alpha)	SEC61 YLR378C L3502.5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	480
2703415		D3YPK5	D3YPK5_HHV1	unreviewed	Tegument protein VP13/14 (UL47) (VP13/14)	UL47 HHV1gp067	Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1)	693
2703415		P10231	TEG5_HHV11	reviewed	Tegument protein UL47 (82/81 kDa tegument protein) (VMW82/81) (VP13/14)	UL47	Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)	693
2703421		F8RE30	F8RE30_HHV1	unreviewed	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	UL50 DUT HHV1gp074	Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1)	371
2703421		P10234	DUT_HHV11	reviewed	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	DUT UL50	Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)	371
2703377		G8HBD8	G8HBD8_HHV1	unreviewed	Capsid vertex component 2	UL25 CVC2	Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1)	580
2703377		P10209	CVC2_HHV11	reviewed	Capsid vertex component 2	CVC2 UL25	Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)	580
2703393		G8HBB4	G8HBB4_HHV1	unreviewed	Envelope glycoprotein L (gL)	UL1 gL	Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1)	224
2703393		P10185	GL_HHV11	reviewed	Envelope glycoprotein L (gL)	gL UL1	Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)	224
2703368		G8HBD2	G8HBD2_HHV1	unreviewed	Major capsid protein (MCP)	UL19 MCP	Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1)	1374
2703361		G8HBF3	G8HBF3_HHV1	unreviewed	Ribonucleoside-diphosphate reductase large subunit (R1) (EC 1.17.4.1) (Ribonucleotide reductase large subunit)	UL39 RIR1	Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1)	1137
2703361		P08543	RIR1_HHV11	reviewed	Ribonucleoside-diphosphate reductase large subunit (R1) (EC 1.17.4.1) (Ribonucleotide reductase large subunit)	RIR1 UL39	Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)	1137
2703453		G8HBD9	G8HBD9_HHV1	unreviewed	Capsid scaffolding protein (Protease precursor) (pPR) [Cleaved into: Assembly protein (Capsid assembly protein); Assemblin (EC 3.4.21.97) (Protease)]	UL26	Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1)	635
